houseid;person;age;weight;sex;ur;provinceid;exmd
642411002;2;37;55,4;Female;Rural;64;0,3788254
642411003;1;34;65;Male;Rural;64;0,7193904
642411003;2;30;50,2;Female;Rural;64;0,6809944
642411004;1;45;61,8;Male;Rural;64;0,4356682
642411004;2;38;69,3;Female;Rural;64;0,3684106
642411005;2;53;50;Female;Rural;64;0,2556176
642411005;3;26;51;Female;Rural;64;0,412224
642411006;1;63;59,5;Male;Rural;64;0,7077166
642411006;2;64;57,7;Female;Rural;64;0,6674433
642411006;3;34;69,2;Male;Rural;64;0,646807
642411006;4;34;51;Female;Rural;64;0,9909652
642411007;1;36;83,1;Male;Rural;64;0,6537355
642411007;2;34;52,7;Female;Rural;64;0,5770923
642411007;4;59;58,5;Female;Rural;64;0,8712886
642411008;1;38;81,5;Male;Rural;64;0,3699969
642411008;2;36;60,1;Female;Rural;64;0,5609884
642411009;1;31;52,6;Male;Rural;64;0,5102288
642411009;2;33;47,8;Female;Rural;64;0,5013748
642411010;1;30;64,8;Male;Rural;64;0,4884877
642411010;2;28;53,5;Female;Rural;64;0,5830981
642411011;1;27;78,5;Male;Rural;64;0,3209164
642411011;2;27;56,2;Female;Rural;64;0,4647731
642411012;1;29;63,3;Male;Rural;64;0,645938
642411012;2;27;53,4;Female;Rural;64;0,5831276
642411013;1;47;71,1;Male;Rural;64;0,2429272
642411013;2;39;58,9;Female;Rural;64;0,4232714
642411014;1;31;76,2;Male;Rural;64;0,4691471
642411014;2;28;66,7;Female;Rural;64;0,3971225
642411015;1;44;61,1;Male;Rural;64;0,4725634
642411015;2;41;57,4;Female;Rural;64;0,4492016
642411016;1;62;86,8;Male;Rural;64;0,1990092
642411016;2;59;55,3;Female;Rural;64;0,2828571
642411017;1;35;59,4;Male;Rural;64;0,5614419
642411017;2;31;47,6;Female;Rural;64;0,5777459
642411018;1;49;91,4;Male;Rural;64;0,4865091
642411018;2;48;74,3;Female;Rural;64;0,478322
642411019;2;62;59,4;Female;Rural;64;0,4878674
642411020;1;35;69,7;Male;Rural;64;0,7163311
642411020;2;29;48,9;Female;Rural;64;0,9172572
642411021;1;48;60,4;Male;Rural;64;0,5011021
642411021;2;47;58,4;Female;Rural;64;0,5271871
642411022;1;32;69,5;Male;Rural;64;0,3215415
642411022;2;31;54,9;Female;Rural;64;0,4590423
642411023;1;37;76,2;Male;Rural;64;0,5271458
642411023;2;31;47,8;Female;Rural;64;0,4807069
642411024;1;45;82;Male;Rural;64;0,3972539
642411024;2;42;96,3;Female;Rural;64;0,3580092
642411025;1;40;84;Male;Rural;64;0,295619
642411025;2;38;59;Female;Rural;64;0,5598436
642411026;1;37;74,7;Male;Rural;64;0,5434672
642411026;2;34;60,3;Female;Rural;64;0,4696439
642411027;1;50;73,6;Male;Rural;64;0,4318719
642411027;2;50;53,7;Female;Rural;64;0,3985466
642411028;1;34;76,7;Male;Rural;64;0,3351322
642411028;2;34;52,8;Female;Rural;64;0,4202994
642411029;1;45;72,2;Male;Rural;64;0,2843249
642411029;2;41;68,9;Female;Rural;64;0,5307559
642411030;1;40;74,5;Male;Rural;64;0,4134329
642411030;2;39;49;Female;Rural;64;0,5509895
642412001;1;38;78,3;Male;Rural;64;0,4357015
642412001;2;37;71;Female;Rural;64;0,4590991
642412003;1;46;52;Male;Rural;64;0,6437994
642412003;2;43;43,7;Female;Rural;64;0,7417636
642412004;1;54;76,5;Male;Rural;64;0,4450246
642412004;2;50;62,7;Female;Rural;64;0,5450858
642412007;1;55;81,1;Male;Rural;64;0,3801019
642412007;2;55;68,9;Female;Rural;64;0,4118614
642412008;1;59;77,6;Male;Rural;64;0,34125
642412008;2;60;77;Female;Rural;64;0,3612192
642412009;1;38;54,2;Male;Rural;64;0,4879664
642412009;2;39;66;Female;Rural;64;0,3310931
642412010;2;37;56,6;Female;Rural;64;0,2223995
642412011;1;31;66;Male;Rural;64;0,3501439
642412011;2;30;70,9;Female;Rural;64;0,2733708
642412012;1;34;83,7;Male;Rural;64;0,2588042
642412012;2;28;54,2;Female;Rural;64;0,4994465
642412013;1;38;59,8;Male;Rural;64;0,4414193
642412013;2;38;53;Female;Rural;64;0,6580401
642412014;1;34;68,3;Male;Rural;64;0,3424779
642412014;2;33;62,1;Female;Rural;64;0,3853725
642412015;1;42;72,9;Male;Rural;64;0,4473021
642412015;2;40;62,4;Female;Rural;64;0,4698866
642412016;1;42;78,4;Male;Rural;64;0,2742296
642412016;2;38;60;Female;Rural;64;0,3323818
642412017;1;38;66,2;Male;Rural;64;0,4093432
642412017;2;37;73,3;Female;Rural;64;0,277165
642412018;1;26;56;Male;Rural;64;0,6144422
642412019;1;37;70,8;Male;Rural;64;0,506951
642412019;2;34;53,7;Female;Rural;64;0,6461356
642412020;1;26;63,9;Male;Rural;64;0,6315269
642412021;2;59;60;Female;Rural;64;0,4973326
642412022;1;36;73,5;Male;Rural;64;0,6605989
642412022;2;31;51;Female;Rural;64;0,9565989
642412024;1;61;86,8;Male;Rural;64;0,4664893
642412024;2;56;71,4;Female;Rural;64;0,4933503
642412024;3;25;61,72728;Male;Rural;64;0,5346438
642412024;4;26;47,9;Female;Rural;64;0,7040994
642412025;1;29;46,7;Male;Rural;64;0,6578201
642412025;2;27;49,5;Female;Rural;64;0,560428
642412026;1;63;77,1;Male;Rural;64;0,3986893
642412026;2;64;58,5;Female;Rural;64;0,4817256
642412027;1;26;71,1;Male;Rural;64;0,6076965
642412027;2;26;56,1;Female;Rural;64;0,589882
642412028;1;40;63;Female;Rural;64;0,3631897
642412028;2;40;71,2;Male;Rural;64;0,5388295
642412029;1;61;69,7;Male;Rural;64;0,448533
642412029;2;60;54,4;Female;Rural;64;0,5811729
642412030;2;61;80;Female;Rural;64;0,3655719
642412030;3;33;77,9;Male;Rural;64;0,5259419
642412031;1;53;97,7;Male;Rural;64;0,4496315
642412031;2;51;58,5;Female;Rural;64;0,5845569
642421001;1;27;62,9;Male;Rural;64;0,5273192
642421001;2;26;54,86304;Female;Rural;64;0,5430956
642421002;1;43;58,3;Male;Rural;64;0,547024
642421002;2;42;56;Female;Rural;64;0,5440771
642421003;1;28;64,4;Male;Rural;64;0,4447302
642421004;1;31;63;Male;Rural;64;0,1835931
642421004;2;31;53,3;Female;Rural;64;0,354225
642421005;1;34;56,6;Male;Rural;64;0,4000442
642421005;2;31;55,6;Female;Rural;64;0,6104868
642421006;1;32;62,3;Male;Rural;64;0,4789647
642421006;2;31;54,86304;Female;Rural;64;0,5474382
642421007;1;40;66;Male;Rural;64;0,4642538
642421007;2;37;49,1;Female;Rural;64;0,6150153
642421008;1;53;97;Male;Rural;64;0,3547059
642421008;2;49;62,5;Female;Rural;64;0,433306
642421009;1;56;83,3;Male;Rural;64;0,2577446
642421009;2;51;77;Female;Rural;64;0,2943539
642421009;3;28;80,6;Male;Rural;64;0,271554
642421009;4;26;54,5;Female;Rural;64;0,2446078
642421010;1;41;88,5;Male;Rural;64;0,375387
642421010;2;39;59,1;Female;Rural;64;0,5507678
642421011;1;50;56,5;Male;Rural;64;0,6000365
642421012;1;45;60,4;Male;Rural;64;0,3776407
642421012;2;41;60,8;Female;Rural;64;0,388972
642421013;1;31;60,5;Male;Rural;64;0,5322417
642421013;2;28;48,8;Female;Rural;64;0,5118545
642421015;1;52;52,6;Female;Rural;64;0,3468964
642421015;2;53;67,4;Male;Rural;64;0,3192044
642421016;1;36;48,5;Male;Rural;64;0,6280155
642421016;2;35;63,6;Female;Rural;64;0,4687716
642421018;2;32;61,5;Female;Rural;64;0,7129557
642421019;1;30;73,3;Male;Rural;64;0,4941201
642421019;2;25;52,1;Female;Rural;64;0,5414587
642421021;1;45;61,72728;Male;Rural;64;0,4323298
642421021;2;39;57,7;Female;Rural;64;0,5472487
642421022;1;42;73,2;Male;Rural;64;0,454877
642421022;2;38;52,8;Female;Rural;64;0,6222964
642421023;1;30;61,4;Male;Rural;64;0,5255292
642421023;2;29;53,5;Female;Rural;64;0,6440794
642421024;1;46;71,5;Male;Rural;64;0,4858741
642421024;2;44;64,2;Female;Rural;64;0,5271885
642421025;1;49;60,6;Male;Rural;64;0,6761304
642421025;2;48;68,5;Female;Rural;64;0,503812
642421026;1;37;73;Male;Rural;64;0,3103041
642421026;2;39;65,8;Female;Rural;64;0,37206
642421027;1;49;72,6;Male;Rural;64;0,3962702
642421027;2;47;68;Female;Rural;64;0,4656581
642421029;1;50;88,6;Male;Rural;64;0,4364696
642421029;2;45;70;Female;Rural;64;0,4830208
642421030;1;53;64,2;Male;Rural;64;0,590256
642421030;2;54;66,1;Female;Rural;64;0,3961105
642422001;1;53;75,5;Male;Rural;64;0,5325141
642422001;2;51;60,1;Female;Rural;64;0,5413562
642422001;3;27;66,9;Male;Rural;64;0,3423067
642422002;1;32;58,5;Male;Rural;64;0,3327795
642422002;2;29;60;Female;Rural;64;0,3710434
642422003;2;27;44,4;Female;Rural;64;0,4571299
642422004;1;36;61,72728;Male;Rural;64;0,3600353
642422004;2;34;57,8;Female;Rural;64;0,3377314
642422005;1;39;71,6;Male;Rural;64;0,4639962
642422005;2;37;61,9;Female;Rural;64;0,4745174
642422006;2;25;54,86304;Female;Rural;64;0,6053748
642422007;2;37;67,8;Female;Rural;64;0,5112961
642422008;1;53;78,8;Male;Rural;64;0,4537437
642422008;2;45;63,2;Female;Rural;64;0,547231
642422009;1;31;53;Female;Rural;64;0,6374623
642422010;1;28;74,5;Male;Rural;64;0,3439698
642422010;2;26;54,86304;Female;Rural;64;0,4219644
642422011;1;30;54,2;Male;Rural;64;0,4853137
642422011;2;27;50,6;Female;Rural;64;0,3550791
642422012;1;33;62,8;Male;Rural;64;0,5351154
642422012;2;30;62,4;Female;Rural;64;0,4684672
642422013;1;36;74,5;Male;Rural;64;0,438151
642422013;2;35;60;Female;Rural;64;0,4379688
642422014;1;36;75,5;Male;Rural;64;0,5010374
642422014;2;38;75,2;Female;Rural;64;0,3241765
642422015;1;38;56;Male;Rural;64;0,4138393
642422015;2;34;57,3;Female;Rural;64;0,3938394
642422016;1;29;57,1;Male;Rural;64;0,619919
642422017;1;44;61,72728;Male;Rural;64;0,3389304
642422017;2;43;50,8;Female;Rural;64;0,8095109
642422018;1;34;80,8;Male;Rural;64;0,6819563
642422018;2;33;66,4;Female;Rural;64;0,7593413
642422019;1;27;74,4;Male;Rural;64;0,5631771
642422019;2;26;61;Female;Rural;64;0,5559488
642422020;2;30;54,86304;Female;Rural;64;0,5258367
642422021;1;27;59,4;Male;Rural;64;0,8338005
642422022;1;39;79,3;Male;Rural;64;0,4053864
642422022;2;39;61;Female;Rural;64;0,5214267
642422023;1;26;62,5;Male;Rural;64;0,53517
642422024;1;49;55,2;Male;Rural;64;0,6957609
642422024;2;46;49,7;Female;Rural;64;0,7340996
642422024;4;25;54,86304;Female;Rural;64;0,6748419
642422025;1;38;63,6;Male;Rural;64;0,6466057
642422025;2;37;56,7;Female;Rural;64;0,5487831
642422026;1;47;52,3;Male;Rural;64;0,7677414
642422026;2;46;46,5;Female;Rural;64;0,935043
642422027;1;52;66,8;Male;Rural;64;0,5703836
642422027;2;47;49,2;Female;Rural;64;0,6492835
642422028;2;61;60,9;Female;Rural;64;0,650977
642422029;1;46;69;Male;Rural;64;0,5476957
642422029;2;44;61,3;Male;Rural;64;0,6490477
642422030;1;45;59,5;Male;Rural;64;0,7052416
642422030;2;44;57;Female;Rural;64;0,6560953
642431001;2;63;46,1;Female;Rural;64;0,772538
642431001;3;27;52,7;Male;Rural;64;0,6958047
642431001;4;25;54,86304;Female;Rural;64;0,5846763
642431002;1;27;56,8;Male;Rural;64;0,62989
642431002;2;27;47,7;Female;Rural;64;0,7160666
642431003;1;60;72;Male;Rural;64;0,3870237
642431003;2;52;52,8;Female;Rural;64;0,5502232
642431004;1;31;60,9;Male;Rural;64;0,6082303
642431004;2;31;71,4;Female;Rural;64;0,231923
642431005;1;38;71,1;Male;Rural;64;0,4932766
642431005;2;36;45,1;Female;Rural;64;0,763452
642431006;2;60;54,86304;Female;Rural;64;0,4389658
642431006;3;37;61,72728;Male;Rural;64;0,5132577
642431006;4;25;62,2;Male;Rural;64;0,4700723
642431007;1;38;93,3;Male;Rural;64;0,5318174
642431007;2;39;60,7;Female;Rural;64;0,7099028
642431008;1;25;61,2;Male;Rural;64;0,5755853
642431008;2;25;58,8;Female;Rural;64;0,6195973
642431009;1;33;66,2;Male;Rural;64;0,4834705
642431009;2;34;57,8;Female;Rural;64;0,5564576
642431010;1;38;94,2;Male;Rural;64;0,3778132
642431010;2;36;58,9;Female;Rural;64;0,6019949
642431011;1;28;66;Male;Rural;64;0,4530265
642431011;3;25;44;Female;Rural;64;0,6432557
642431012;1;34;70,5;Male;Rural;64;0,4888688
642431012;2;35;51,8;Female;Rural;64;0,5204513
642431013;1;49;64,2;Male;Rural;64;0,5950282
642431013;2;46;55;Female;Rural;64;0,5973773
642431014;1;46;80,4;Male;Rural;64;0,3688573
642431014;2;43;59,3;Female;Rural;64;0,5820278
642431015;1;61;71;Male;Rural;64;0,3235581
642431015;2;57;63,6;Female;Rural;64;0,4072307
642431016;1;30;62,1;Male;Rural;64;0,5874879
642431016;2;28;51,3;Female;Rural;64;0,580078
642431017;2;57;71,4;Male;Rural;64;0,4158694
642431017;3;50;61,1;Female;Rural;64;0,5984864
642431017;5;25;57;Female;Rural;64;0,6304429
642431018;1;47;56,9;Male;Rural;64;0,65384
642431018;2;46;46,9;Female;Rural;64;0,6547531
642431019;1;30;77,7;Male;Rural;64;0,5766596
642431019;2;30;54,1;Female;Rural;64;0,673158
642431020;1;56;59,3;Male;Rural;64;0,3823946
642431020;2;53;58,5;Female;Rural;64;0,5681709
642431020;4;33;53,7;Male;Rural;64;0,5774348
642431020;5;33;60;Female;Rural;64;0,7558812
642431021;1;52;65,8;Male;Rural;64;0,3580684
642431021;2;51;60,1;Female;Rural;64;0,382678
642431022;1;26;57,4;Male;Rural;64;0,6383387
642431022;2;30;54,86304;Female;Rural;64;0,4100144
642431023;1;62;61,72728;Male;Rural;64;0,4985195
642431023;2;59;57,8;Female;Rural;64;0,3454433
642431023;3;33;63,2;Male;Rural;64;0,5221701
642431023;4;30;52,6;Female;Rural;64;0,3779135
642431024;1;49;64,8;Male;Rural;64;0,6796065
642431024;2;47;60,4;Female;Rural;64;0,7044205
642431025;1;43;72,3;Male;Rural;64;0,603781
642431025;2;40;48,3;Female;Rural;64;0,6372683
642431026;2;62;52,3;Female;Rural;64;1,0382409
642431027;1;55;66,9;Male;Rural;64;0,6302504
642431027;2;53;51,4;Female;Rural;64;0,7425778
642431028;1;60;54,5;Male;Rural;64;0,7546009
642431028;2;64;60,5;Female;Rural;64;0,5735661
642431029;1;53;71,1;Male;Rural;64;0,3196099
642431029;2;48;51;Female;Rural;64;0,542285
642431029;3;27;54,2;Male;Rural;64;0,5944726
642431030;2;40;56,9;Female;Rural;64;0,7435827
642432001;1;38;61,72728;Male;Rural;64;0,4958525
642432001;2;36;56,3;Female;Rural;64;0,5284147
642432002;1;52;61,8;Male;Rural;64;0,5311349
642432002;2;50;64,3;Female;Rural;64;0,4166116
642432003;1;34;50,6;Male;Rural;64;0,6628804
642432003;2;34;52,3;Female;Rural;64;0,7833346
642432004;1;29;68,5;Male;Rural;64;0,4646186
642432004;2;31;56,5;Female;Rural;64;0,5602815
642432005;1;60;72,4;Female;Rural;64;0,3057238
642432006;1;31;64,7;Male;Rural;64;0,5286283
642432006;2;31;54,5;Female;Rural;64;0,6309037
642432007;1;30;57,4;Male;Rural;64;0,5663516
642432008;2;54;53,2;Female;Rural;64;0,3906639
642432009;1;53;53;Male;Rural;64;0,720941
642432009;2;50;54,2;Female;Rural;64;0,6598063
642432010;1;56;73,7;Male;Rural;64;0,4282853
642432010;2;51;71,2;Female;Rural;64;0,3672279
642432010;3;28;63,6;Male;Rural;64;0,4345637
642432010;4;25;54,86304;Female;Rural;64;0,3911308
642432011;1;26;63,6;Male;Rural;64;0,5235259
642432012;1;37;83,7;Male;Rural;64;0,4194086
642432012;2;36;48,1;Female;Rural;64;0,5959356
642432012;5;58;58;Male;Rural;64;0,5951228
642432012;6;56;87,9;Female;Rural;64;0,2674084
642432013;2;28;50;Male;Rural;64;0,5324295
642432014;1;45;78,1;Male;Rural;64;0,415152
642432014;2;44;57,1;Female;Rural;64;0,6239339
642432015;1;47;80;Male;Rural;64;0,436497
642432015;2;42;69,5;Female;Rural;64;0,3863581
642432016;1;37;61,4;Male;Rural;64;0,4811726
642432016;2;34;64,3;Female;Rural;64;0,4219012
642432017;1;28;80,4;Male;Rural;64;0,6921063
642432017;2;60;72,7;Female;Rural;64;0,6360151
642432017;3;25;54,86304;Female;Rural;64;0,7738653
642432018;1;32;57,2;Male;Rural;64;0,83869
642432018;2;31;53,9;Female;Rural;64;0,6790507
642432019;1;31;47,4;Male;Rural;64;0,7856665
642432019;2;30;45,4;Female;Rural;64;0,6682335
642432020;1;63;57,4;Male;Rural;64;0,5704307
642432020;2;55;61,9;Female;Rural;64;0,6658599
642432021;1;27;60,6;Male;Rural;64;0,6995754
642432021;2;29;48,6;Female;Rural;64;0,6785903
642432022;1;40;65,2;Male;Rural;64;0,6021015
642432022;2;40;56,7;Female;Rural;64;0,6963054
642432023;1;37;54,6;Male;Rural;64;1,1178451
642432023;2;35;55,3;Female;Rural;64;0,8668622
642432024;1;52;67,9;Male;Rural;64;0,5241503
642432024;2;50;73,3;Female;Rural;64;0,3938241
642432025;1;36;56,6;Male;Rural;64;0,7867889
642432025;2;36;52,3;Female;Rural;64;0,5112859
642432027;1;46;65,4;Male;Rural;64;0,6111056
642432027;2;43;73,2;Female;Rural;64;0,4998915
642432028;1;50;66,6;Male;Rural;64;0,7275231
642432028;2;45;50,9;Female;Rural;64;0,4770972
642432030;1;49;65,2;Male;Rural;64;0,7440989
642432030;2;49;75,2;Female;Rural;64;0,3486137
